"b_Intercept","b_phi_Intercept","b_Super_RegionPanhandle","b_Super_RegionPeninsula","b_M_Gag","b_Bag_gag","b_A_Gag","b_sin1","b_cos1","b_sin2","b_cos2","b_Super_RegionPanhandle.A_Gag","b_Super_RegionPeninsula.A_Gag","b_Super_RegionPanhandle.sin1","b_Super_RegionPeninsula.sin1","b_Super_RegionPanhandle.cos1","b_Super_RegionPeninsula.cos1","b_Super_RegionPanhandle.sin2","b_Super_RegionPeninsula.sin2","b_Super_RegionPanhandle.cos2","b_Super_RegionPeninsula.cos2","b_phi_Super_RegionPanhandle","b_phi_Super_RegionPeninsula"
9.92027094785849,2.1609769633266,-0.0364614320786558,1.1446920978978,-2.13089782964997,-3.37829798639559,0.529338974125449,-0.0753319823832612,0.274678071384849,0.42369049789753,0.416086272257186,-0.980200289992333,-0.290911029623257,-0.284815805981501,0.235607104618461,0.274953553470743,-0.148744323704099,-0.441902217149776,-0.0592749315656028,-0.242017527891257,-0.569453175065337,-1.60563275846842,0.803883131720903
1.30261306051793,2.15845654627246,-0.165120922047082,1.16418346462001,-2.12204029519724,0.913952637200844,0.566411145311058,-0.130194845903952,0.305962443234672,0.465637164706155,0.447523340613057,-0.572940157070778,-0.338362254934443,-0.139138817492891,0.258637292794125,0.333792666617199,-0.191632576396921,-0.614621631405603,-0.0988345762105288,-0.235716144398922,-0.612938234997694,-1.54195001299215,0.786006320745457
4.70928586346259,2.16668189990723,-0.21737041276998,1.12466862781837,-2.18411496685575,-0.734335914899055,0.530517752616154,-0.0842367099757181,0.308746309385275,0.477897917182313,0.423438917113817,-0.836868520696152,-0.273618426845715,-0.161422065498746,0.275533270104973,0.304539876952884,-0.194333425265271,-0.619587042295306,-0.0956098181874028,-0.236994269664179,-0.642814332178013,-1.60279756836377,0.822568555191146
6.18110780173443,2.18921491649251,-0.16623624916837,1.11704210796626,-2.15808042290592,-1.49891812147632,0.578752737064363,-0.112929279043677,0.309162651535484,0.456391480436712,0.446892906178288,-0.805467682241623,-0.299328773594047,-0.31434065526895,0.25266274269706,0.208798236555396,-0.18164708398374,-0.644498370806511,-0.0748677043772151,-0.143564983790496,-0.613625581468668,-1.62546954082559,0.783875034717369
-0.611497438255922,2.13319543248152,-0.11907266315597,1.22732856326623,-2.08254691486636,1.84154719661448,0.630022485755658,-0.0715030362928233,0.363039299844351,0.456625019468026,0.429641105142084,-0.928951595270523,-0.425710263708431,-0.276682723564558,0.248314841169022,0.202988833660807,-0.223833917256593,-0.608417459772746,-0.0927226308983006,-0.390649992508764,-0.601849984516034,-1.57496057991815,0.847835939465711
10.1663917172833,2.17487892879123,-0.10663811007516,1.20693587931277,-2.06874726449771,-3.5274826085918,0.553260426507193,-0.057433074495578,0.300338774606601,0.469025133499337,0.405081564396892,-0.973135336373364,-0.344896659194966,-0.164125478810086,0.302376786653122,0.277296937227495,-0.153778309011311,-0.571086845424076,-0.103070331141684,-0.219798751423158,-0.615321223350526,-1.64522155730158,0.784045958098948
10.371817628015,2.17833207029959,-0.11922702014455,1.19968307519473,-2.0770946012595,-3.6249973166441,0.555448147732432,-0.0590447594221959,0.297811538023915,0.462976656415687,0.412646324968367,-0.992227255857898,-0.340410632264453,-0.162781018092186,0.319561421018665,0.292164714405601,-0.157415967273035,-0.555980125739927,-0.104799482058395,-0.22863093616944,-0.614433168786856,-1.64015654950304,0.77889605897888
-3.61261524886637,2.15906725841521,-0.16330069063748,1.16147332269756,-2.13104868086924,3.36755875961834,0.593032242458193,-0.0736958000808508,0.34043008741264,0.444517490941009,0.411285617777022,-0.807825762968447,-0.381379568612945,-0.289034968384169,0.18132265677739,0.138000442418027,-0.225029397011988,-0.55747955533096,-0.0766775682227913,-0.302634431760202,-0.607978786759432,-1.66358015377584,0.763548851153015
1.63827030931856,2.19279295082567,-0.127503938129906,1.15185040493035,-2.06201755306431,0.719464192311382,0.618914901700252,-0.116710950470857,0.343601255465769,0.47965059687441,0.432124407828288,-0.898652754948256,-0.356179691460553,-0.112968818671822,0.277373980564286,0.264557309863652,-0.204132531948854,-0.623715832427261,-0.0930026691286308,-0.404876172981345,-0.617772851958181,-1.59735480976485,0.754703368697178
1.38469803932448,2.17800481191397,-0.171560538864285,1.1258942787107,-2.08257016672869,0.880853100970066,0.558356283290425,-0.0431579098165289,0.343428898793306,0.485667982756076,0.452531784991538,-0.942013118075156,-0.348680999484461,-0.310629422984696,0.21261826584766,0.188177104428163,-0.224968678902097,-0.666724327288034,-0.134692827315085,-0.346986557153574,-0.633584457008428,-1.5857121299883,0.774425937890466
5.88851249987658,2.15619122061717,-0.174602770056511,1.18382595444648,-2.10556657295902,-1.38569353730478,0.562097862285283,-0.06797252909546,0.312598016789573,0.428570532814308,0.381541405230008,-0.795354867954332,-0.342326325596621,-0.19311110786411,0.243986565904967,0.361292509443942,-0.204361170831994,-0.489591546126309,-0.0305751793469221,-0.165200466298076,-0.58782650677068,-1.57477983842758,0.801165621228641
3.67419995660607,2.13099198896492,-0.136565497791028,1.12935814401553,-2.13311042576942,-0.277478634658408,0.619015984673557,-0.137194247976996,0.291354146692222,0.455780127555783,0.437785393853148,-0.721160860313462,-0.253330774330505,-0.146477037410773,0.293504225832275,0.240587134449681,-0.136604857616985,-0.356190579919169,-0.0480780583474381,-0.419189617138818,-0.639207256840639,-1.55467187764841,0.84291091997975
3.54027634239736,2.18766140841723,-0.133762664854207,1.22939238365171,-2.11227502540151,-0.22039166910214,0.550485888170017,-0.102998580718594,0.300948552476037,0.409691026617599,0.400290179722099,-0.658270021275458,-0.335241252081502,-0.0951570069927435,0.262008515807605,0.38314380974723,-0.183137255533526,-0.331273133872194,-0.0403379443024675,-0.0995059330273157,-0.609398515790007,-1.59269211857393,0.757749390645298
2.36900102470047,2.14434231238399,0.0435520121970092,1.22423728760281,-2.13789893925831,0.387442730866949,0.580071238905925,-0.0907025393142005,0.309253807217084,0.494065977908809,0.458468005436816,-1.11852142252182,-0.408195701054726,-0.313734478556977,0.28964380668437,0.115599975826731,-0.199160204439271,-0.76510673105757,-0.13880146447818,-0.433082195463676,-0.648314409912224,-1.54267961271971,0.840986034093502
-5.7751848281532,2.16178889435134,-0.147175375289136,1.11786549039421,-2.05152568080816,4.42757295302564,0.578495230118834,-0.0398123348442414,0.295904947532799,0.409769393129416,0.371193281855745,-0.786942770437477,-0.224698251470839,-0.245326941241224,0.274861439545394,0.43865437278197,-0.137412320212241,-0.410379282676391,-0.00171354720917018,-0.26207396454631,-0.581403431850686,-1.70745521567737,0.801875951713791
-3.66693158837105,2.19555131007647,-0.16868980924786,1.14209447830404,-2.07866358656213,3.40437482740078,0.530495450559362,-0.074473703884176,0.303870391971146,0.407423218746597,0.405164739091794,-0.770592004695451,-0.290740809864612,-0.24846758360704,0.253520302543467,0.480921770044008,-0.16010159702214,-0.432806999351629,0.0349018947874914,-0.253579440335981,-0.557351421595132,-1.6806638060802,0.769070862950957
6.24736469832045,2.09893318071053,-0.108804669952705,1.20370897755354,-2.24103173205051,-1.54747993592648,0.637807011913634,-0.191737880998285,0.24853383958968,0.45712580353161,0.428877982235295,-0.785696020693258,-0.328769233515627,-0.249461284589858,0.299695671158921,0.304735021131034,-0.140946315953878,-0.5586078111955,-0.081996363558556,-0.309777553154678,-0.526734274259045,-1.48975180624277,0.911999157199318
0.181583616496788,2.21676457780814,-0.217075717107053,1.0851388947423,-2.07092877094308,1.48951807527103,0.547256030257132,-0.0382559546101787,0.36857113807626,0.478574054180565,0.457880263507242,-0.875122967080804,-0.252660648833617,-0.302759606028473,0.230225000368483,0.31921361521206,-0.201277183586006,-0.557822061730312,-0.0470394229087065,-0.358729169459139,-0.667383355779138,-1.69205883551214,0.710718006919036
7.63421701507607,2.20245707591975,-0.240232905254836,1.0704331807669,-2.17086979253446,-2.18713722531635,0.488212541546005,-0.0298432388943383,0.301670244340013,0.46544370242035,0.461489682758268,-0.666011997950092,-0.22452067998582,-0.307193774696059,0.204770350171326,0.174700814312846,-0.208586837790964,-0.550809994969268,-0.121979612312065,-0.320830193634126,-0.627590796875926,-1.68068728914921,0.745452882206448
-1.52769557663793,2.12137014727185,-0.215172744076612,1.19638599655393,-2.06981676598592,2.3113458399323,0.556124642924432,-0.0693773971998194,0.333241402968225,0.482450853238089,0.390926840648744,-0.81781397873905,-0.369835742783813,-0.187278468445027,0.260139567401831,0.227887075058745,-0.192041197388827,-0.663187547752878,-0.111582018394583,-0.285708656674311,-0.632469369643045,-1.5101118097944,0.800503635935314
0.741261069483114,2.16040874953133,-0.179264721828116,1.17039278954961,-2.01637340745752,1.16232868503587,0.575280708880579,-0.0632520126284033,0.299836189525337,0.492516930407646,0.41455361676922,-0.804147223726814,-0.314815053581239,-0.182739512972281,0.311344762413926,0.242327941287476,-0.149936798333912,-0.53668765458376,-0.10483073134577,-0.302540899596993,-0.569063133380083,-1.59713295747771,0.786259945217945
6.42939927956608,2.14098783382122,-0.265175511047237,1.14000680168485,-2.12203799824908,-1.63951997397395,0.532003734504745,-0.0740274259427756,0.341443599434933,0.450810685929517,0.415575291375773,-0.751279269781362,-0.278030559008609,-0.372830890799982,0.204299997287343,0.143651965784578,-0.2272806449816,-0.596022897367526,-0.0461576204538495,-0.296484368224886,-0.612998591772982,-1.63692413106346,0.821009105330248
3.81793547052227,2.13148048074144,-0.279589465401236,1.08729135843523,-2.07322084909393,-0.314570142979779,0.403929065671757,-0.032792318288061,0.300918662632262,0.447268373587162,0.400083162802842,-0.589001054290443,-0.151347763670435,-0.245931916235519,0.254607291814615,0.169131933560963,-0.162067726302602,-0.502760081748385,-0.0384996886020255,-0.350964640716461,-0.592509595740686,-1.51880016159474,0.790913635474239
-1.13705045809012,2.15237520665287,0.0633947161585518,1.27023915068434,-2.1467221772759,2.1003216880575,0.774174371812291,-0.129469767160328,0.341543456256768,0.503508743364864,0.446250812977096,-1.22228992754273,-0.56790320300826,-0.299699260220193,0.259713053249516,0.118245770476368,-0.231923224142004,-0.56456915043709,-0.138365949812145,-0.33603283511034,-0.652355353561715,-1.64448729633178,0.789224783785802
10.298691822866,2.15065838840525,-0.34397496210278,1.20045333772402,-2.05302562580194,-3.62232321115133,0.610312519864166,-0.0365950722730964,0.318438270303993,0.43739984877714,0.401194674741959,-0.676298889536058,-0.372513429434506,-0.275474068961539,0.260373929660766,0.151410078176836,-0.170097337788473,-0.664235139234805,-0.032581330988471,-0.32918817030229,-0.595674105730246,-1.58346393872619,0.748849707957053
