"b_Intercept","b_sigma_Intercept","b_hu_Intercept","b_Super_RegionPanhandle","b_Super_RegionPeninsula","b_A_Gag","b_M_Gag","b_S_Gag3","b_Gag_searches","b_sin1","b_cos1","b_sin2","b_cos2","b_logEffort","b_Super_RegionPanhandle:A_Gag","b_Super_RegionPeninsula:A_Gag","b_Super_RegionPanhandle:M_Gag","b_Super_RegionPeninsula:M_Gag","b_Super_RegionPanhandle:S_Gag3","b_Super_RegionPeninsula:S_Gag3","b_Super_RegionPanhandle:Gag_searches","b_Super_RegionPeninsula:Gag_searches","b_Super_RegionPanhandle:sin1","b_Super_RegionPeninsula:sin1","b_Super_RegionPanhandle:cos1","b_Super_RegionPeninsula:cos1","b_Super_RegionPanhandle:sin2","b_Super_RegionPeninsula:sin2","b_Super_RegionPanhandle:cos2","b_Super_RegionPeninsula:cos2","b_Super_RegionPanhandle:logEffort","b_Super_RegionPeninsula:logEffort","b_sigma_Super_RegionPanhandle","b_sigma_Super_RegionPeninsula","b_hu_Super_RegionPanhandle","b_hu_Super_RegionPeninsula","b_hu_logEffort","b_hu_Super_RegionPanhandle:logEffort","b_hu_Super_RegionPeninsula:logEffort"
0.659777847722488,-0.542943717219741,4.19778871226038,-6.45888927619526,1.12899261443879,-0.153476466634861,1.94895919946413,-0.302377741957446,1.25122560295453,0.303842001715017,0.539407866891267,-0.298495350424791,-0.255584341290486,0.89397626040264,0.917115286339594,0.142875773561452,-1.69991533028985,-4.60803115688778,0.5486157666218,0.830888944159366,5.6666963447596,-2.96571228958566,0.565101139484875,-0.411617820806536,-0.0803102398520801,-0.0209290241520642,0.318700182738888,-0.147817746167487,-0.0739675855693906,0.206993200759094,0.0371734794778621,-0.0343415051553498,0.342113211959318,-0.322717293217131,1.63754616637965,-1.16596453849485,-1.147039570326,0.194083278406746,-0.710681936610914
0.55248249082806,-0.537873011139335,7.38463985906069,-6.08455426793999,1.31532941772015,-0.143988860080738,2.35476266939577,-0.37244896930463,1.25481762472112,0.2908669509764,0.496534159725965,-0.317593593814882,-0.272297494668003,0.899121723882487,0.910515533322146,0.11767548230786,-2.29598448246888,-5.01820938420432,0.667911026864455,0.9019791939411,5.4062788521852,-2.86622907229776,0.620705729646106,-0.38681962966426,-0.0359091597948848,0.0189429774914934,0.352738839270277,-0.113385188710453,-0.0587134366485161,0.217267207949874,0.0139948965131351,-0.0497103681577484,0.345791869211965,-0.320946530726163,-1.09980188160988,10.3246121191043,-1.49298087579002,0.486138729133665,-1.60300321655792
0.945491941940126,-0.534892630677933,1.03871638136037,-6.71262026625071,0.800405420017307,-0.165688585597583,2.01776860732572,-0.315205816687012,1.27273336690236,0.302737974202908,0.521220611910562,-0.307091612617891,-0.272311613608962,0.866069089253143,0.952986398170108,0.131716672765517,-1.8931045063192,-4.79307797413268,0.602823508993288,0.873713162481344,5.56610184411128,-3.03742624894616,0.628981524275103,-0.383623551001717,-0.0457819296389015,-0.00380679300552636,0.325772250798809,-0.1284252492954,-0.0615467110965843,0.217616190146817,0.0581367402028477,-0.00132815698623091,0.343862903005948,-0.32614813975139,5.60286791463273,3.32268723175108,-0.815677658587694,-0.225489361082856,-1.30045139965997
0.698133002069319,-0.537716584743599,3.39645346216205,-6.5044407018118,1.07265665165765,-0.175467095623126,3.07933884640897,-0.506109161262613,1.21796122116861,0.315614807847359,0.511625297368105,-0.32617332574605,-0.290010951172268,0.888181261280444,0.982041013639467,0.141243636174579,-2.89501435266185,-5.82345409879361,0.76683589617704,1.05582844887121,5.39185855276059,-2.87957922476605,0.557724245189902,-0.409338266097938,-0.0119551120165094,0.0113925759421128,0.346135420144114,-0.114772556535212,-0.0321471180735882,0.237032127220468,0.0546137258926793,-0.0287493965462862,0.358251057550976,-0.31835026003926,4.27942795662338,4.65815895788474,-1.00561669113349,-0.149782701922649,-2.67371055453401
0.711164525346103,-0.540891893922479,2.66903817097536,-6.23959275127314,1.09625094512496,-0.182754552183671,2.6026167321531,-0.421015074019668,1.20392426453609,0.320077207512286,0.511368389313846,-0.309883651996945,-0.281467635751882,0.89136659127336,0.946940108522769,0.168924725067255,-2.46337245538352,-5.26060513402854,0.703499308300249,0.950849718114337,5.55893840681622,-2.82317239877491,0.586264375743826,-0.419409896577881,-0.0288394927050882,0.00371476766828381,0.323927812453951,-0.124967629142388,-0.0474630543748486,0.226272870327153,0.0152663382347376,-0.0375700851092885,0.355987538434668,-0.319979857954478,3.57934400661797,6.27595784849042,-0.900784387133096,-0.104788346248778,-4.15412597863952
0.768867273205171,-0.51883384109012,2.81291220123285,-6.42106390613793,0.979741751627534,-0.141302834221001,1.4277583051856,-0.20691829776991,1.59908268445572,0.292852977951049,0.500984498598376,-0.304655151825029,-0.292230743822129,0.870291672889541,0.952768350106664,0.12285053050872,-1.42760517853597,-4.26320177730983,0.508288781430521,0.769778624434997,5.11540035484943,-3.30200368330186,0.602461287916185,-0.397955985502703,-0.016840750123116,0.016573129060812,0.332665182428776,-0.129478374590674,-0.0153853245880696,0.248421590468593,0.0498758926095049,-0.00749215177345373,0.33466324188184,-0.349527373245946,3.5660613931755,8.80168970513712,-0.958830684742906,-0.0399865622474746,-2.87029873338253
0.710575435078733,-0.527700869648191,3.54512138156268,-6.34111971367822,0.960280524120869,-0.146511167449224,1.48075161926163,-0.201832795260267,1.55543648099382,0.322343483790241,0.502025776547644,-0.308427750544201,-0.291610695071318,0.869765253744827,0.874033503916671,0.112000005526346,-0.769321050345533,-4.11154879732136,0.371235516997166,0.729854237933441,4.98989582003026,-3.33823192137854,0.588960982485387,-0.40290173731224,-0.0177227446937177,0.0318523290998885,0.332344893371149,-0.123455195129577,-0.0571750591805255,0.24880755108502,0.0594117450451361,0.00320614739783395,0.343803799041245,-0.334971852930688,3.16852722864414,13.165916333464,-1.03875217683672,0.00668765019685689,-2.78733711499256
0.779778719519911,-0.51646524919561,3.84764128623079,-6.62273578576201,1.03303876384867,-0.145106486686308,1.79979007178925,-0.271489415623246,1.53238309072963,0.313484283499244,0.473063775822139,-0.296478437063624,-0.294228984628165,0.869289104939409,0.940718734441886,0.121578032368092,-1.24314491371614,-4.497722090928,0.471090576040043,0.8077811118534,5.36141488171073,-3.23156005731489,0.589163972986364,-0.424700534108812,0.0102048051112726,0.0348164123061993,0.330264908443869,-0.141759281270253,-0.0321410329426558,0.238960103171166,0.0633698971209797,-0.0117122042641407,0.338907191592957,-0.339462288334637,4.41374546475966,14.1721279140348,-1.09101452791506,-0.113782852384255,-2.55933449691514
0.774648639339926,-0.528004714671276,2.72597219427226,-6.27311502328083,0.900536605190819,-0.168578996808277,1.75316114049706,-0.255333559400559,1.52361838637908,0.328510722268627,0.503307700987382,-0.285792648409472,-0.30443403487704,0.869240330454327,0.922934440522658,0.142561704116721,-1.50524245090765,-4.61609984058027,0.518685020555186,0.830234824347879,5.16467800746349,-3.32172660004644,0.583544055847244,-0.403408303052094,-0.0103190563304789,0.0300139698238399,0.32641119634123,-0.146813853259868,-0.0201883419957698,0.256116565890979,0.0407413385880272,0.00280421946818401,0.342356241181579,-0.334819072099267,5.03527688523826,12.4268625327588,-1.02024048037748,-0.124287938428767,-2.0909171027093
0.463234291223573,-0.544347726631231,5.04949205427788,-6.29991429367087,1.44617021123208,-0.135317051118403,1.9376077110964,-0.300999457575873,1.42578104460939,0.294754199396438,0.51213170754355,-0.304171298410911,-0.272504456006299,0.903160568387135,0.914796683314591,0.0892607939713209,-2.01916446900581,-4.61804602793014,0.618492377047546,0.839771517282153,5.26617714390954,-3.16453671776631,0.590977966649953,-0.385066231902379,-0.0162713603671556,0.0209001296000341,0.324359667294414,-0.142399064520472,-0.0560581296515715,0.217771260728527,0.0376372073259728,-0.0534008272429044,0.362152576630305,-0.314057685743333,1.23682187838568,10.2459295436653,-1.2455955582655,0.246024040516117,-2.78439929732642
